"Name","Version","Publisher","InstallDate","UninstallCmd"
"Microsoft .NET AppHost Pack - 8.0.4 (x64)","64.16.12025","Microsoft Corporation","20240423","MsiExec.exe /X{715A8E75-DC0D-497D-B5BC-19155474393B}"
"Microsoft .NET AppHost Pack - 6.0.31 (x64_x86)","48.124.15198","Microsoft Corporation","20240702","MsiExec.exe /X{23AB5535-6777-4933-855D-477416F1A40F}"
"Microsoft .NET AppHost Pack - 6.0.31 (x64_arm64)","48.124.15198","Microsoft Corporation","20240702","MsiExec.exe /X{D8AE46F6-8CAC-47FF-9DB2-B828981381C7}"
"Microsoft .NET AppHost Pack - 6.0.31 (x64_arm)","48.124.15198","Microsoft Corporation","20240702","MsiExec.exe /X{91435084-93F5-4F91-9E5E-1DAE72D2E3B7}"
"Microsoft .NET AppHost Pack - 6.0.31 (x64)","48.124.15198","Microsoft Corporation","20240702","MsiExec.exe /X{62BB74E2-94F6-430A-80FD-ECF223D0CEDC}"
"Microsoft .NET 8.0 Templates 8.0.302 (x64)","32.9.36482","Microsoft Corporation","20240625","MsiExec.exe /I{A6C81472-2042-4EF7-8959-A3499276C748}"
"Microsoft .NET 8.0 Templates 8.0.204 (x64)","32.7.58285","Microsoft Corporation","20240423","MsiExec.exe /I{0C874BFD-E691-4D57-88CC-E4529708C78D}"
"Microsoft .NET 6.0 Templates 8.0.302 (x64)","24.15.36482","Microsoft Corporation","20240702","MsiExec.exe /I{8CAA832C-5C6F-4E1F-ACF7-51E7F1BC355E}"
"Kits Configuration Installer","10.1.22621.3233","Microsoft","20240702","MsiExec.exe /I{5D7663D4-8EF0-0323-8F60-1FC5EECB77E5}"
"IntelliTraceProfilerProxy","15.0.21225.01","Microsoft Corporation","20240702","MsiExec.exe /I{F8B9E8C8-61E8-4E9E-879D-F3F498AD0230}"
"IIS 10.0 Express","10.0.08608","Microsoft Corporation","20240702","MsiExec.exe /X{A43F6F96-4CED-4152-8086-AF954755E324}"
"icecap_collectionresourcesx64","17.10.34804","Microsoft Corporation","20240702","MsiExec.exe /I{7D5F1165-1446-48EF-B685-BA2A6DB6F4A0}"
"icecap_collectionresources","17.10.34804","Microsoft Corporation","20240702","MsiExec.exe /I{78F5880D-D3DD-4AC7-B7C0-EF3F29165CEC}"
"icecap_collection_x64","17.10.34804","Microsoft Corporation","20240702","MsiExec.exe /I{60FF723D-CD10-4C2A-99BD-85F8425AA3C0}"
"icecap_collection_neutral","17.10.34804","Microsoft Corporation","20240702","MsiExec.exe /I{8CBD0D8C-4720-443D-A0DA-93FE812E62D0}"
"GitHub Desktop","3.4.2","GitHub, Inc.","20240701","""C:\Users\Administrator\AppData\Local\GitHubDesktop\Update.exe"" --uninstall"
"Git","2.45.2","The Git Development Community","20240629","""C:\Program Files\Git\unins000.exe"""
"Entity Framework 6.2.0 Tools  for Visual Studio 2022","6.2.0.0","Microsoft Corporation","20240702","MsiExec.exe /X{F0495FAC-8E08-4F2F-801C-12880B242781}"
"Discord","1.0.9151","Discord Inc.","20244225","C:\Users\Administrator\AppData\Local\Discord\Update.exe --uninstall"
"DiagnosticsHub_CollectionService","17.10.34627","Microsoft Corporation","20240702","MsiExec.exe /I{92A47FAD-5C85-400C-8B00-698D4C5F7031}"
"DBeaver 24.1.1","24.1.1","DBeaver Corp",,"""C:\Program Files\DBeaver\Uninstall.exe"" /allusers"
"ClickOnce Bootstrapper Package for Microsoft .NET Framework","4.8.09037","Microsoft Corporation","20240702","MsiExec.exe /X{22E13608-4DB0-4977-A267-3AAFA09CD54A}"
"Aspire.ProjectTemplates (x64)","8.0.0.0","Microsoft Corporation","20240702","MsiExec.exe /X{CD32BC64-ADEF-41C1-B367-5CC7CA09FAAA}"
"Aspire.Hosting.Sdk (x64)","8.0.0.0","Microsoft Corporation","20240702","MsiExec.exe /X{FFC80575-73CC-4DF6-BD9C-E0542E60C94B}"
"Aspire.Hosting.Orchestration.win-x64 (x64)","8.0.0.0","Microsoft Corporation","20240702","MsiExec.exe /X{EE738BC3-F977-4ACF-9FF6-A8F1A84E580D}"
"Aspire.Hosting (x64)","8.0.0.0","Microsoft Corporation","20240702","MsiExec.exe /X{40D4DDD6-81C1-42C0-8A55-B37829EF2017}"
"Aspire.Dashboard.Sdk.win-x64 (x64)","8.0.0.0","Microsoft Corporation","20240702","MsiExec.exe /X{3C28F3D8-26EE-48F8-8335-E34882D9D114}"
"Application Verifier x64 External Package (OnecoreUAP)","10.1.22621.3233","Microsoft","20240702","MsiExec.exe /I{2C78EC40-921E-1C02-01FC-A1B6B0489B8C}"
"Application Verifier x64 External Package (DesktopEditions)","10.1.22621.3233","Microsoft","20240702","MsiExec.exe /I{C85A0AA9-2CF5-7B43-C078-4E8B7CE362D2}"
"1Password","8.10.35","AgileBits Inc.","2024-06-23","""C:\Users\Administrator\AppData\Local\1Password\app\8\1Password.exe"" --uninstall"
".NET MAUI Templates (x64)","8.0.40.0","Microsoft Corporation","20240702","MsiExec.exe /X{F7099045-0630-426D-ACC1-6D4A97648757}"
".NET MAUI SDK (x64)","8.0.40.0","Microsoft Corporation","20240702","MsiExec.exe /X{864DAC6D-E81C-44C9-BA4C-24AD3504BECE}"
".NET Android Templates (x64)","34.0.95.0","Microsoft Corporation","20240702","MsiExec.exe /X{925EE2B7-A9C6-4374-AC7E-B64F36997D56}"
